"AVS"	94812	89.40
"AVS"	20045	81.00
"AVS"	20374	81.00
"AVS"	21023	58.50
"AVS"	21556	67.30
"AVS"	21947	58.50
"AVS"	21947	58.50
"AVS"	23027	61.90
"AVS"	23056	61.90
"AVS"	23947	61.90
"AVS"	23947	61.90
"AVS"	25056	71.50
"AVS"	25131	71.50
"AVS"	25707	71.50
"AVS"	25707	71.50
"AVS"	25707	71.50
"AVS"	25707	71.50
"AVS"	25947	71.50
"AVS"	25947	71.50
"AVS"	25950	71.50
"AVS"	25950	71.50
"AVS"	33037	87.80
"AVS"	33178	87.80
"AVS"	33178	87.80
"AVS"	37516	87.80
"AVS"	37516	87.80
"AVS"	37523	87.80
"AVS"	92232	63.20
"AVS"	92301	55.00
"AVS"	92301	55.00
"AVS"	92301	55.00
"AVS"	92455	55.00
"AVS"	92455	55.00
"AVS"	92455	55.00
"AVS"	92455	55.00
"AVS"	93338	81.50
"AVS"	94167	77.80
"AVS"	94263	77.80
"AVS"	94528	77.80
"AVS"	94528	77.80
"AVS"	94528	77.80
"AVS"	94531	77.80
"AVS"	94536	77.80
"AVS"	94536	77.80
"AVS"	94536	77.80
"AVS"	94632	77.80
"AVS"	94966	77.80
"AVS"	94995	77.80
"AVS"	95734	130.20
"AVS"	95734	130.20
"AVS"	95734	130.20
"AVS"	95734	130.20
"AVS"	192232	55.00
"AVS"	192301	55.00
"AVS"	192301	55.00
"AVS"	192301	55.00
"AVS"	192455	55.00
"AVS"	192455	55.00
"AVS"	192455	55.00
"AVS"	192455	55.00
"AVS"	194167	77.80
"AVS"	194263	77.80
"AVS"	194528	77.80
"AVS"	194528	77.80
"AVS"	194528	77.80
"AVS"	194531	77.80
"AVS"	194536	77.80
"AVS"	194536	77.80
"AVS"	194536	77.80
"AVS"	194632	77.80
"AVS"	194966	77.80
"AVS"	194995	77.80
"AVS"	322074	66.80
"AVS"	322075	66.80
"AVS"	322085	66.80
"AVS"	322085	66.80
"AVS"	322106	66.80
"AVS"	322106	66.80
"AVS"	322114	66.80
"AVS"	322125	66.80
"AVS"	322144	66.80
"AVS"	322144	66.80
"AVS"	377075	71.10
"AVS"	377085	71.10
"AVS"	377085	71.10
"AVS"	377144	71.10
"AVS"	377144	71.10
"AVS"	436075	91.70
"AVS"	436085	91.70
"AVS"	436085	91.70
"AVS"	436114	91.70
"AVS"	622074	103.00
"AVS"	622075	103.00
"AVS"	622085	103.00
"AVS"	622085	103.00
"AVS"	622106	103.00
"AVS"	622106	103.00
"AVS"	622114	103.00
"AVS"	622125	103.00
"AVS"	622144	103.00
"AVS"	622144	103.00
"AVS"	680320	163.50
"AVS"	680556	163.50
"AVS"	680947	163.50
"AVS"	680947	163.50
"AVS"	680950	163.50
"AVS"	680950	163.50
"AVS"	682301	107.70
"AVS"	682301	107.70
"AVS"	682301	107.70
"AVS"	684167	148.10
"AVS"	684528	148.10
"AVS"	684528	148.10
"AVS"	684528	148.10
"AVS"	684531	148.10
"AVS"	684536	148.10
"AVS"	684536	148.10
"AVS"	684536	148.10
"AVS"	684632	148.10
"AVS"	684966	148.10
"AVS"	684995	148.10
"AVS"	685413	92.80
"AVS"	685413	92.80
"AVS"	685413	92.80
"AVS"	685414	51.20
"AVS"	685414	51.20
"AVS"	685414	51.20
"AVS"	686565	27.10
"AVS"	686565	27.10
"AVS"	686565	27.10
"AVS"	686566	27.10
"AVS"	686566	27.10
"AVS"	686566	27.10
"AVS"	687683	75.50
"AVS"	687683	75.50
"AVS"	687683	75.50
"AVS"	687684	75.50
"AVS"	687684	75.50
